FacultyID  ,Category ,Preference 1                                                    ,Preference 2                                                    ,Preference 3                                                    ,Preference 4                                                 ,Preference 5                                                    ,Preference 6                                                    ,Preference 7                                                    ,Preference 8                                                    ,Preference 9                                               ,Preference 10                                                ,Preference 11                                                ,Preference 12
72  ,x3       ,HDELE - ME F366 - LABORATORY PROJECT                            ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS                 ,HDCDC - ME G535 - ADV ENGG MATHEMATICS                          ,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS          ,FDELE - PHY F491 - SPECIAL PROJECT                              ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE"    ,FDELE - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS         ,HDELE - CS G541 - PERVASIVE COMPUTING                           ,FDCDC - HSS F233 - MAIN TRENDS IN INDIAN HISTORY           ,FDCDC - ECE F266 - STUDY PROJECT                             ,HDCDC - ME F211 - MECHANICS OF SOLIDS                        ,FDELE - CS F429 - NATURAL LANG PROCESS
73  ,x3       ,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS                       ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE"    ,FDELE - ECON F312 - MONEY BANK & FIN MARKETS                    ,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT                  ,FDCDC - ECON F354 - DERIVATIVES &  RISK MGMT                    ,HDELE - ME G512 - FINITE ELEMENT METHOD                         ,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY                       ,HDCDC - DE G611 - DYNAMICS & VIBRATION                          ,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY                    ,FDELE - MATH F113 - PROBABILITY & STATISTICS                 ,FDCDC - CS F422 - PARALLEL COMPUTING                         ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY
74  ,x3       ,FDCDC - PHY F311 - QUANTUM MECHANICS II                         ,HDELE - ME F314 - DESIGN OF MACHINE ELEMENTS                    ,FDELE - CHEM F212 - ORGANIC CHEMISTRY I                         ,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING            ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG                 ,FDELE - BIO F417 - BIOMOLECULAR MODELING                        ,HDCDC - ME F485 - NUM TECH FL FLOW & HEAT TRANS                 ,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL                      ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                   ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                  ,FDCDC - CHE F212 - FLUID MECHANICS                           ,FDCDC - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY
75  ,x1       ,FDELE - CHEM F110 - CHEMISTRY LABORATORY                        ,HDELE - ME G515 - COMPUT FLUID DYNAMICS                         ,FDELE - EEE F376 - DESIGN PROJECT                               ,HDCDC - ME F315 - ADVANCED MANUFACTURING PROCESS             ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                    ,FDELE - BIO F417 - BIOMOLECULAR MODELING                        ,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV                      ,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS                       ,FDCDC - BIO F214 - INTEGRATED BIOLOGY                      ,FDELE - CS F468 - INFORMATION SECURITY PROJECT               ,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS                 ,FDCDC - MATH F366 - LABORATORY PROJECT
76  ,x3       ,FDCDC - MATH F266 - STUDY PROJECT                               ,FDELE - PHY F491 - SPECIAL PROJECT                              ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                     ,HDCDC - CS G526 - ADV ALGO & COMPLEXITY                      ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                    ,FDELE - BIO F111 - GENERAL BIOLOGY                              ,HDELE - BIO G526 - CANCER BIOLOGY                               ,FDCDC - CHE F212 - FLUID MECHANICS                              ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                  ,FDCDC - GS F326 - CREATIVE THINKING                          ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG              ,FDCDC - PHY F311 - QUANTUM MECHANICS II
77  ,x1       ,FDELE - ECON F355 - BUSS ANAL & VALUATION                       ,FDCDC - MATH F312 - ORDINARY DIFF EQUATIONS                     ,HDELE - BITS G539 - RESEARCH PROJECT II                         ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                 ,FDCDC - PHY F111 - MECH OSCIL & WAVES                           ,HDCDC - BITS G562T - DISSERTATION                               ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                         ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                         ,HDELE - ME F366 - LABORATORY PROJECT                       ,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV                   ,FDELE - CS F351 - THEORY OF COMPUTATION                      ,FDELE - CS F301 - PRINCIPLES OF PROGG LANG
78  ,x3       ,FDELE - CHE F311 - KINETICS & REACTOR DESIG                     ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                    ,FDCDC - MATH F215 - ALGEBRA I                                   ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                     ,FDCDC - BITS F314 - GAME THEORY & ITS APPLICATION               ,FDCDC - BIO F110 - BIOLOGICAL LABORATORY                        ,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING               ,HDCDC - ME F217 - APPLIED THERMODYNAMICS                        ,HDELE - CHE G513 - ENVIRONMENTAL MANAGEMENT SYSTEMS        ,FDELE - PHY F376 - DESIGN PROJECT                            ,FDELE - ECE F376 - DESIGN PROJECT                            ,HDELE - BITS G561T - DISSERTATION
79  ,x1       ,FDCDC - HSS F233 - MAIN TRENDS IN INDIAN HISTORY                ,FDCDC - EEE F311 - COMMUNICATION SYSTEMS                        ,HDCDC - BITS G563T - DISSERTATION                               ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE                ,HDELE - BITS G511 - ADVANCED PROJECT                            ,FDELE - ECON F212 - FUNDA OF FIN AND ACCOUNT                    ,FDELE - BIO F111 - GENERAL BIOLOGY                              ,FDCDC - INSTR F366 - LABORATORY PROJECT                         ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                   ,HDELE - DE G531 - PRODUCT DESIGN                             ,FDELE - BIO F311 - RECOMBINANT DNA TECH                      ,FDCDC - CS F422 - PARALLEL COMPUTING
80  ,x3       ,HDELE - BITS G511 - ADVANCED PROJECT                            ,HDCDC - BITS G563T - DISSERTATION                               ,FDELE - EEE F366 - LABORATORY PROJECT                           ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS              ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                    ,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES                     ,FDELE - BITS F415 - INTRODUCTION TO MEMS                        ,HDELE - BITS G561T - DISSERTATION                               ,FDCDC - CHE F421 - BIOCHEMICAL ENGINEERING                 ,FDCDC - CS F422 - PARALLEL COMPUTING                         ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS            ,FDELE - PHY F376 - DESIGN PROJECT
81  ,x3       ,FDCDC - CHE F366 - LABORATORY PROJECT                           ,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS             ,FDCDC - MATH F111 - MATHEMATICS-I                               ,FDCDC - CHEM F376 - DESIGN PROJECT                           ,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT                    ,HDELE - BITS G654 - ADV INSTRUMENTATION TECH                    ,HDELE - ME F443 - QUALI CONTRO ASSUR & REL                      ,FDELE - MATH F421 - COMBINATORIAL MATHS                         ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                    ,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV                   ,HDCDC - CHEM G521 - ENVIRONMENTAL CHEMISTRY                  ,FDELE - CHEM F110 - CHEMISTRY LABORATORY
82  ,x3       ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES      ,FDCDC - MATH F312 - ORDINARY DIFF EQUATIONS                     ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                       ,FDCDC - BIO F214 - INTEGRATED BIOLOGY                        ,HDELE - EEE G581 - RF AND MICROWAVE ENGG                        ,HDELE - BIO G523 - ADV & APPLIED MICROBIO                       ,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS             ,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV                      ,HDCDC - BITS G540 - RESEARCH PRACTICE                      ,FDCDC - MATH F266 - STUDY PROJECT                            ,FDCDC - CHEM F266 - STUDY PROJECT                            ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY
83  ,x1       ,FDELE - MATH F113 - PROBABILITY & STATISTICS                    ,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO               ,FDCDC - GS F231 - DYN OF SOCIAL CHANGE                          ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                 ,FDCDC - PHY F366 - LABORATORY PROJECT                           ,FDELE - BITS F110 - ENGINEERING GRAPHICS                        ,HDELE - ME G515 - COMPUT FLUID DYNAMICS                         ,FDELE - BITS F112 - TECH REPORT WRITING                         ,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE                 ,HDELE - BITS G511 - ADVANCED PROJECT                         ,FDCDC - ECON F214 - ECONOMIC ENV OF BUSINESS                 ,HDCDC - MEL G621 - VLSI DESIGN
84  ,x2       ,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE                     ,FDCDC - PHY F366 - LABORATORY PROJECT                           ,FDELE - PHY F376 - DESIGN PROJECT                               ,FDELE - ECON F366 - LABORATORY PROJECT                       ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                         ,HDELE - ME F376 - DESIGN PROJECT                                ,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH                      ,FDELE - ECON F212 - FUNDA OF FIN AND ACCOUNT                    ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS               ,HDELE - INSTR F266 - STUDY PROJECT                           ,FDCDC - BIO F376 - DESIGN PROJECT                            ,FDCDC - ECE F366 - LABORATORY PROJECT
85  ,x2       ,FDELE - HSS F232 - INTRO TO DEV STUDIES                         ,FDELE - PHY F211 - CLASSICAL MECHANICS                          ,FDCDC - ECON F376 - DESIGN PROJECT                              ,FDCDC - ECON F266 - STUDY ORIENTED PROJECT                   ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE                   ,FDELE - CHE F213 - CHEM ENGG THERMODYNAMICS                     ,FDCDC - CHE F212 - FLUID MECHANICS                              ,HDCDC - ME G535 - ADV ENGG MATHEMATICS                          ,HDELE - BIO G523 - ADV & APPLIED MICROBIO                  ,HDELE - ME G512 - FINITE ELEMENT METHOD                      ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                 ,FDELE - PHY F491 - SPECIAL PROJECT
86  ,x3       ,HDCDC - INSTR F311 - ELECTRO INST & INST TECH                   ,FDELE - ECE F376 - DESIGN PROJECT                               ,FDELE - HSS F363 - DISASTER AND DEVELOPMENT                     ,HDCDC - ME F315 - ADVANCED MANUFACTURING PROCESS             ,FDCDC - ECE F266 - STUDY PROJECT                                ,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV                      ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS                ,HDELE - BIO G523 - ADV & APPLIED MICROBIO                       ,FDELE - CHEM F333 - CHEMISTRY OF MATERIALS                 ,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE                   ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN                ,FDCDC - ECON F266 - STUDY ORIENTED PROJECT
87  ,x2       ,HDELE - ME F443 - QUALI CONTRO ASSUR & REL                      ,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS                        ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS               ,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY                 ,FDELE - CHE F312 - CHEMICAL ENGG LAB I                          ,HDELE - DE G531 - PRODUCT DESIGN                                ,HDCDC - ME F212 - FLUID MECHANICS                               ,FDCDC - CHE F421 - BIOCHEMICAL ENGINEERING                      ,FDELE - MATH F376 - DESIGN PROJECT                         ,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE                   ,FDELE - GS F322 - CRITI ANAL OF LIT & CINE                   ,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING
88  ,x2       ,FDELE - CHE F311 - KINETICS & REACTOR DESIG                     ,FDELE - MATH F421 - COMBINATORIAL MATHS                         ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                       ,FDCDC - EEE F215 - DIGITAL DESIGN                            ,FDCDC - CHE F366 - LABORATORY PROJECT                           ,FDELE - ECON F312 - MONEY BANK & FIN MARKETS                    ,HDELE - BITS G553 - REAL TIME SYSTEMS                           ,HDCDC - MEL G621 - VLSI DESIGN                                  ,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY               ,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE     ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"            ,FDCDC - CS F266 - STUDY PROJECT
89  ,x2       ,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS                 ,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV                      ,FDCDC - ECON F214 - ECONOMIC ENV OF BUSINESS                    ,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO            ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                     ,HDELE - BITS G539 - RESEARCH PROJECT II                         ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY                ,FDELE - PHY F266 - STUDY PROJECT                                ,HDCDC - BITS G529 - RESEARCH PROJECT I                     ,FDCDC - PHY F111 - MECH OSCIL & WAVES                        ,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV                   ,FDELE - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS
90  ,x2       ,FDELE - PHY F491 - SPECIAL PROJECT                              ,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH                 ,FDCDC - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY         ,FDCDC - HSS F233 - MAIN TRENDS IN INDIAN HISTORY             ,FDELE - HSS F227 - CROSS CULTURAL SKILLS                        ,HDELE - ME F112 - WORKSHOP PRACTICE                             ,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE"    ,FDELE - GS F212 - ENVIRON DEV & CLIMATE CH                      ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY           ,HDELE - ME G512 - FINITE ELEMENT METHOD                      ,FDELE - BIO F491 - SPECIAL PROJECT                           ,HDCDC - INSTR F312 - TRANSD & MEASUREMENT SYS
91  ,x3       ,FDELE - PHY F211 - CLASSICAL MECHANICS                          ,HDCDC - INSTR F311 - ELECTRO INST & INST TECH                   ,FDCDC - GS F231 - DYN OF SOCIAL CHANGE                          ,FDCDC - CS F422 - PARALLEL COMPUTING                         ,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY"               ,FDELE - CHEM F333 - CHEMISTRY OF MATERIALS                      ,HDELE - EEE G581 - RF AND MICROWAVE ENGG                        ,HDCDC - DE G611 - DYNAMICS & VIBRATION                          ,FDCDC - INSTR F491 - SPECIAL PROJECT                       ,FDELE - HSS F363 - DISASTER AND DEVELOPMENT                  ,FDELE - PHY F266 - STUDY PROJECT                             ,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP
92  ,x2       ,HDELE - BITS G561T - DISSERTATION                               ,FDCDC - MATH F212 - OPTIMIZATION                                ,FDCDC - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY         ,HDCDC - CS G526 - ADV ALGO & COMPLEXITY                      ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                     ,FDELE - BIO F491 - SPECIAL PROJECT                              ,FDELE - MATH F421 - COMBINATORIAL MATHS                         ,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND               ,FDCDC - CHE F212 - FLUID MECHANICS                         ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS            ,HDCDC - BIO G661 - GENE TOXICOLOGY                           ,FDCDC - MATH F491 - SPECIAL PROJECT
93  ,x3       ,FDCDC - INSTR F366 - LABORATORY PROJECT                         ,FDCDC - CHEM F266 - STUDY PROJECT                               ,HDCDC - ME F315 - ADVANCED MANUFACTURING PROCESS                ,FDCDC - CS F376 - DESIGN PROJECT                             ,FDELE - CHEM F110 - CHEMISTRY LABORATORY                        ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                       ,HDELE - ME F443 - QUALI CONTRO ASSUR & REL                      ,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS                       ,FDELE - CHE F312 - CHEMICAL ENGG LAB I                     ,FDELE - EEE F491 - SPECIAL PROJECT                           ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                    ,HDELE - CS G541 - PERVASIVE COMPUTING
94  ,x2       ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                    ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                        ,FDELE - BIO F266 - STUDY PROJECT                                ,HDELE - BITS G511 - ADVANCED PROJECT                         ,FDELE - CS F213 - OBJECT ORIENTED PROG                          ,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY                    ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                       ,FDELE - HSS F363 - DISASTER AND DEVELOPMENT                     ,HDELE - CHE G513 - ENVIRONMENTAL MANAGEMENT SYSTEMS        ,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT                 ,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY             ,FDCDC - CS F446 - DATA STORAGE TECH & NETW
95  ,x2       ,FDCDC - EEE F266 - STUDY PROJECT                                ,FDELE - BIO F266 - STUDY PROJECT                                ,FDELE - IS F341 - SOFTWARE ENGINEERING                          ,FDCDC - MATH F311 - INTRODUCTION TO TOPOLOGY                 ,HDELE - ME F314 - DESIGN OF MACHINE ELEMENTS                    ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                      ,FDCDC - CHE F314 - PROCESS DES PRINCIPLES I                     ,FDELE - BIO F313 - ANIMAL PHYSIOLOGY                            ,HDCDC - BITS G529 - RESEARCH PROJECT I                     ,FDELE - FIN F414 - FINANCIAL RISK ANALY & MANAG              ,FDCDC - PHY F111 - MECH OSCIL & WAVES                        ,HDELE - ME F266 - STUDY PROJECT
96  ,x3       ,FDCDC - HSS F233 - MAIN TRENDS IN INDIAN HISTORY                ,FDELE - CHEM F110 - CHEMISTRY LABORATORY                        ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES      ,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING        ,HDELE - ME F266 - STUDY PROJECT                                 ,FDCDC - MATH F491 - SPECIAL PROJECT                             ,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT                     ,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS ,FDELE - IS F341 - SOFTWARE ENGINEERING                     ,FDCDC - CHE F491 - SPECIAL PROJECTS                          ,FDCDC - CHE F421 - BIOCHEMICAL ENGINEERING                   ,FDELE - ECON F312 - MONEY BANK & FIN MARKETS
97  ,x3       ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                       ,HDELE - BIO G526 - CANCER BIOLOGY                               ,HDELE - CS G623 - ADVANCED OPERAT SYSTEMS                       ,FDCDC - ECON F376 - DESIGN PROJECT                           ,FDELE - ECON F366 - LABORATORY PROJECT                          ,HDCDC - DE G611 - DYNAMICS & VIBRATION                          ,FDCDC - EEE F311 - COMMUNICATION SYSTEMS                        ,FDELE - ECON F355 - BUSS ANAL & VALUATION                       ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                  ,FDCDC - MATH F212 - OPTIMIZATION                             ,FDCDC - CS F422 - PARALLEL COMPUTING                         ,FDELE - CHEM F212 - ORGANIC CHEMISTRY I
98  ,x2       ,FDCDC - INSTR F491 - SPECIAL PROJECT                            ,FDCDC - GS F231 - DYN OF SOCIAL CHANGE                          ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE                       ,HDELE - EEE G581 - RF AND MICROWAVE ENGG                     ,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS                    ,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS ,FDELE - HSS F332 - CINEMATIC ART                                ,FDELE - CS F491 - SPECIAL PROJECT                               ,HDCDC - EEE G512 - EMBEDDED SYSTEM DESIGN                  ,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE     ,FDCDC - CS F446 - DATA STORAGE TECH & NETW                   ,FDCDC - PHY F366 - LABORATORY PROJECT
99  ,x3       ,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES                     ,HDELE - BIO G523 - ADV & APPLIED MICROBIO                       ,FDCDC - CHE F313 - SEPARATION PROCESSES II                      ,FDCDC - GS F234 - DEVELOPMENT ECONOMICS                      ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                         ,FDCDC - CHEM F312 - PHYSICAL CHEMISTRY IV                       ,FDCDC - EEE F214 - ELECTRONIC DEVICES                           ,HDELE - DE G531 - PRODUCT DESIGN                                ,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY                 ,HDCDC - ME F212 - FLUID MECHANICS                            ,FDELE - CS F213 - OBJECT ORIENTED PROG                       ,FDELE - BIO F266 - STUDY PROJECT
100 ,x2       ,HDELE - BIO G523 - ADV & APPLIED MICROBIO                       ,FDELE - CS F407 - ARTIFICIAL INTELLIGENCE                       ,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL                      ,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN                ,FDELE - BIO F211 - BIOLOGICAL CHEMISTRY                         ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS                 ,FDCDC - CHE F376 - DESIGN PROJECT                               ,HDCDC - ME G535 - ADV ENGG MATHEMATICS                          ,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND          ,HDCDC - DE G611 - DYNAMICS & VIBRATION                       ,FDCDC - BIO F214 - INTEGRATED BIOLOGY                        ,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS
101 ,x2       ,FDELE - CHE F214 - ENGINEERING CHEMISTRY                        ,FDELE - PHY F110 - PHYSICS LABORATORY                           ,FDELE - PHY F266 - STUDY PROJECT                                ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS             ,FDELE - MATH F421 - COMBINATORIAL MATHS                         ,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH                 ,HDELE - ME F376 - DESIGN PROJECT                                ,HDELE - ME F366 - LABORATORY PROJECT                            ,FDCDC - EEE F311 - COMMUNICATION SYSTEMS                   ,FDCDC - CHE F376 - DESIGN PROJECT                            ,FDCDC - ECE F266 - STUDY PROJECT                             ,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS
102 ,x2       ,FDELE - BITS F225 - ENVIRONMENTAL STUDIES                       ,FDELE - ECON F355 - BUSS ANAL & VALUATION                       ,FDCDC - BIO F214 - INTEGRATED BIOLOGY                           ,FDCDC - MGTS F211 - PRINCIPLES OF MANAGEMENT                 ,FDELE - PHY F110 - PHYSICS LABORATORY                           ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                    ,FDELE - CS F301 - PRINCIPLES OF PROGG LANG                      ,HDELE - MEL G623 - ADVANCED VLSI DESIGN                         ,HDELE - CHE G622 - ADV CHEMICAL ENGG THERMO                ,HDCDC - INSTR F312 - TRANSD & MEASUREMENT SYS                ,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT                  ,FDCDC - PHY F212 - ELECTROMAGNETIC THEO I
103 ,x1       ,HDELE - CHE G513 - ENVIRONMENTAL MANAGEMENT SYSTEMS             ,FDELE - BITS F415 - INTRODUCTION TO MEMS                        ,HDELE - EEE G626 - HARDWARE SOFTWARE CO-DESIGN                  ,FDCDC - MATH F366 - LABORATORY PROJECT                       ,HDCDC - CHEM G521 - ENVIRONMENTAL CHEMISTRY                     ,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT      ,FDELE - PHY F215 - INTRO TO ASTRO & ASTROPH                     ,FDCDC - EEE F418 - MOD COMMUNICATION TECH                       ,FDELE - PHY F315 - THEORY OF RELATIVITY                    ,FDCDC - BITS F316 - NONLINEAR DYNAMICS AND CHAOS             ,FDCDC - CHE F421 - BIOCHEMICAL ENGINEERING                   ,FDELE - ECON F355 - BUSS ANAL & VALUATION
104 ,x1       ,FDELE - CHEM F110 - CHEMISTRY LABORATORY                        ,FDCDC - ECE F366 - LABORATORY PROJECT                           ,FDCDC - MATH F266 - STUDY PROJECT                               ,HDELE - ME F415 - GAS DYNAMICS                               ,HDELE - ME F376 - DESIGN PROJECT                                ,FDCDC - EEE F311 - COMMUNICATION SYSTEMS                        ,FDELE - EEE F422 - MODERN CONTROL SYSTEMS                       ,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE                     ,FDELE - EEE F491 - SPECIAL PROJECT                         ,FDCDC - CS F446 - DATA STORAGE TECH & NETW                   ,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES                  ,FDELE - BIO F311 - RECOMBINANT DNA TECH
105 ,x3       ,FDELE - ECON F212 - FUNDA OF FIN AND ACCOUNT                    ,FDELE - EEE F422 - MODERN CONTROL SYSTEMS                       ,FDCDC - CHE F433 - CORROSION ENGINEERING                        ,HDELE - MEL G624 - ADV VLSI ARCHITECTURES                    ,FDCDC - MATH F366 - LABORATORY PROJECT                          ,FDCDC - CS F422 - PARALLEL COMPUTING                            ,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS ,HDCDC - BITS G529 - RESEARCH PROJECT I                          ,HDCDC - EEE G612 - CODING THEORY AND PRACTICE              ,FDELE - PHY F346 - LASER SCIENCE AND TECHNOLOGY              ,FDCDC - ECE F266 - STUDY PROJECT                             ,FDELE - HSS F371 - CITIES-LIFE ISSUES & CONFLICTS
106 ,x2       ,FDCDC - CHE F376 - DESIGN PROJECT                               ,HDCDC - MEL G621 - VLSI DESIGN                                  ,HDCDC - ME F315 - ADVANCED MANUFACTURING PROCESS                ,FDCDC - MATH F215 - ALGEBRA I                                ,FDELE - CHE F213 - CHEM ENGG THERMODYNAMICS                     ,FDELE - PHY F110 - PHYSICS LABORATORY                           ,FDELE - CHEM F431 - SUSTAINABLE CHEMISTRY USING RENEWABLES      ,HDELE - BIO G542 - ADVANCED CELL MOLE BIO                       ,HDELE - ME F314 - DESIGN OF MACHINE ELEMENTS               ,FDCDC - HSS F340 - POST COLONIAL LITERATURES                 ,FDCDC - MATH F111 - MATHEMATICS-I                            ,FDELE - HSS F232 - INTRO TO DEV STUDIES
107 ,x3       ,HDELE - ME F366 - LABORATORY PROJECT                            ,FDCDC - CHE F421 - BIOCHEMICAL ENGINEERING                      ,HDCDC - ME F217 - APPLIED THERMODYNAMICS                        ,FDELE - PHY F491 - SPECIAL PROJECT                           ,FDELE - MATH F376 - DESIGN PROJECT                              ,FDELE - PHY F110 - PHYSICS LABORATORY                           ,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY                       ,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS                 ,HDELE - CS G527 - CLOUD COMPUTING                          ,FDCDC - INSTR F491 - SPECIAL PROJECT                         ,HDCDC - BIO G515 - STEM CELL & REGENER BIO                   ,FDCDC - ECE F266 - STUDY PROJECT
